Game,Console Name,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
Super Robot Taisen D,GBA,2003.0,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23
The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003.0,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07
Amped 2,XB,2003.0,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25
Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,3DO,0.01,0.0,0.0,0.0,0.01
Freekstyle,GBA,2003.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
Rally Championship,GC,2003.0,Racing,SCi,0.01,0.0,0.0,0.0,0.01
MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53
NHL Rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16
Monster Truck Madness,GBA,2003.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12
Sega GT Online,XB,2003.0,Racing,Sega,0.06,0.02,0.0,0.0,0.08
Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
Outlaw Volleyball,XB,2003.0,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26
Samurai Jack: The Amulet of Time,GBA,2003.0,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22
Burnout 2: Point of Impact,XB,2003.0,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24
Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01
Mario & Luigi: Superstar Saga,GBA,2003.0,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17
James Bond 007: Nightfire,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003.0,Misc,Disney Interactive Studios,0.12,0.1,0.0,0.03,0.25
ESPN NBA Basketball,PS2,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54
Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1
Grooverider: Slot Car Thunder,XB,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,1.63,0.22,0.51,0.06,2.41
Men in Black II: Alien Escape,GC,2003.0,Shooter,Infogrames,0.01,0.0,0.0,0.0,0.01
Dance Dance Revolution Ultramix,XB,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54
Big Mutha Truckers,GC,2003.0,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08
MLB 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66
The Fairly Odd Parents: Breakin Da Rules,PS2,2003.0,Platform,THQ,0.33,0.25,0.0,0.09,0.67
World Series Baseball 2K3,PS2,2003.0,Sports,Sega,0.12,0.1,0.0,0.03,0.25
The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43
Backyard Baseball,GC,2003.0,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13
Choro Q,PS2,2003.0,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02
Pro Race Driver,XB,2003.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01
Resident Evil 3: Nemesis,GC,2003.0,Action,Capcom,0.06,0.02,0.0,0.0,0.08
Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04
Furious Karting,XB,2003.0,Racing,Atari,0.01,0.0,0.0,0.0,0.01
Taiko no Tatsujin: Appare Sandaime,PS2,2003.0,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23
Naruto: Clash of Ninja (JP sales),GC,2003.0,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.21
Goblin Commander: Unleash the Horde,PS2,2003.0,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17
RollerCoaster Tycoon,XB,2003.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13
Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52
Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23
Garfield: The Search for Pooky,GBA,2003.0,Platform,Game Factory,0.03,0.01,0.0,0.0,0.04
Tom and Jerry in War of the Whiskers,GC,2003.0,Fighting,NewKidCo,0.05,0.01,0.0,0.0,0.07
Bust-A-Move 3000,GC,2003.0,Puzzle,Ubisoft,0.01,0.0,0.0,0.0,0.01
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5
Top Gear Rally,GBA,2003.0,Racing,Kemco,0.06,0.02,0.0,0.0,0.09
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.26,0.2,0.0,0.07,0.53
NFL Blitz Pro,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23
Archer Maclean's 3D Pool,GBA,2003.0,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07
NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
American Idol,PS2,2003.0,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55
Hunter: The Reckoning Redeemer,XB,2003.0,Action,Interplay,0.13,0.04,0.0,0.01,0.17
RLH: Run Like Hell,XB,2003.0,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04
Sakura Wars: Atsuki Chishio Ni,PS2,2003.0,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24
Onimusha Tactics,GBA,2003.0,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08
Space Channel 5 Special Edition,PS2,2003.0,Misc,Agetec,0.04,0.03,0.0,0.01,0.08
Dragon Quest Monsters: Caravan Heart,GBA,2003.0,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66
Exhibition Volume 02,XB,2003.0,Misc,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17
Spy Hunter 2,PS2,2003.0,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49
F-Zero GX,GC,2003.0,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1
Super Bubble Pop,GC,2003.0,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05
Downhill Domination,PS2,2003.0,Racing,Codemasters,0.23,0.18,0.0,0.06,0.47
The Fairly Odd Parents: Breakin' Da Rules,GBA,2003.0,Platform,THQ,0.39,0.14,0.0,0.01,0.54
The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
Rogue Ops,PS2,2003.0,Action,Kemco,0.11,0.09,0.0,0.03,0.23
Pro Yakyuu Team o Tsukurou! 2,PS2,2003.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23
NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003.0,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49
Blackthorne,GBA,2003.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
Black Stone: Magic & Steel,XB,2003.0,Role-Playing,THQ,0.03,0.01,0.0,0.0,0.04
Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
Power Rangers: Dino Thunder,GBA,2003.0,Action,THQ,0.35,0.13,0.0,0.01,0.49
True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27
Stadium Games,GBA,2003.0,Sports,Ignition Entertainment,0.03,0.01,0.0,0.0,0.04
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95
Devil May Cry 2,PS2,2003.0,Action,Capcom,0.71,0.58,0.51,0.17,1.97
Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1
Hot Wheels: World Race,GBA,2003.0,Racing,THQ,0.1,0.04,0.0,0.0,0.14
Karnaaj Rally,GBA,2003.0,Racing,Jaleco,0.01,0.0,0.0,0.0,0.01
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22
Jeopardy!,PS2,2003.0,Misc,Atari,0.24,0.18,0.0,0.06,0.48
Def Jam Vendetta,PS2,2003.0,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94
NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
Drome Racers,GC,2003.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
Naruto: Clash of Ninja,GC,2003.0,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68
Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
Sega Arcade Gallery,GBA,2003.0,Misc,THQ,0.03,0.01,0.0,0.0,0.04
Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2
Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.02
Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
Apex,XB,2003.0,Racing,Atari,0.1,0.03,0.0,0.0,0.14
EyeToy: Groove,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003.0,Misc,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4
Mario Kart: Double Dash!!,GC,2003.0,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95
Futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07
Zoids: Legacy,GBA,2003.0,Role-Playing,Tomy Corporation,0.06,0.02,0.0,0.0,0.08
Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18
Ultimate Brain Games,GBA,2003.0,Misc,Telegames,0.06,0.02,0.0,0.0,0.08
Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53
BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23
Shaman King: Chou Senjiryokketsu 3,GBA,2002.0,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02
Street Hoops,PS2,2002.0,Sports,Activision,0.45,0.35,0.0,0.12,0.91
Silent Scope 3,PS2,2002.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16
Godzilla: Destroy All Monsters Melee,GC,2002.0,Fighting,Atari,0.55,0.14,0.0,0.02,0.71
The Revenge of Shinobi,GBA,2002.0,Platform,Atari,0.07,0.02,0.0,0.0,0.09
DemiKids: Dark Version,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
The King of Fighters 2000,PS2,2002.0,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04
Genma Onimusha,XB,2002.0,Action,Capcom,0.14,0.04,0.05,0.01,0.24
Dinotopia: The Timestone Pirates,GBA,2002.0,Action,TDK Core,0.14,0.05,0.0,0.0,0.19
Culdcept,PS2,2002.0,Strategy,Sega,0.01,0.01,0.0,0.0,0.03
Lunar Legend,GBA,2002.0,Role-Playing,Media Rings,0.14,0.05,0.0,0.0,0.19
NBA Jam 2002,GBA,2002.0,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42
NHL 2003,PS2,2002.0,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93
Blender Bros.,GBA,2002.0,Platform,Unknown,0.02,0.01,0.0,0.0,0.02
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
LEGO Soccer Mania,PS2,2002.0,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.08
Driver 2 Advance,GBA,2002.0,Action,Atari,0.25,0.09,0.0,0.01,0.34
Super Trucks Racing,PS2,2002.0,Racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71
Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13
Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15
DemiKids: Light Version,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002.0,Role-Playing,Gust,0.0,0.0,0.07,0.0,0.07
Tokimeki Memorial: Girl's Side,PS2,2002.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43
2002 FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59
Medal of Honor: Underground,GBA,2002.0,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08
Star X,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04
SplashDown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,0.11
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,0.1
ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15
Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33
Nickelodeon Party Blast,GC,2002.0,Misc,Atari,0.19,0.05,0.0,0.01,0.25
BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06
Butt Ugly Martians: B.K.M. Battles,GBA,2002.0,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002.0,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1
P.T.O. IV: Pacific Theater of Operations,PS2,2002.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08
Island Xtreme Stunts,PS2,2002.0,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.09
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11
New Legends,XB,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09
Evolution Snowboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43
Tokyo Mew Mew,PS,2002.0,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02
Driven,GC,2002.0,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08
Road Trip,PS2,2002.0,Racing,Play It,0.04,0.03,0.0,0.01,0.09
NASCAR: Dirt to Daytona,GC,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
Seek and Destroy,PS2,2002.0,Racing,Play It,0.52,0.4,0.0,0.14,1.06
Natsuiro no Sunadokei,PS2,2002.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02
NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05
Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12
ESPN Winter X Games: Snowboarding 2002,XB,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
Shaman King: Spirit of Shamans,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2
F1 2002,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
Steel Battalion,XB,2002.0,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1
Space Invaders,GBA,2002.0,Shooter,Activision,0.08,0.03,0.0,0.0,0.11
Dynasty Warriors 3,XB,2002.0,Action,THQ,0.06,0.02,0.0,0.0,0.08
Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16
The Fairly Odd Parents: Enter the Cleft,GBA,2002.0,Platform,THQ,0.14,0.05,0.0,0.0,0.2
Yu-Gi-Oh! The Falsebound Kingdom,GC,2002.0,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71
NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25
Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.01
Defender,PS2,2002.0,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
RalliSport Challenge(JP sales),XB,2002.0,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01
Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
Worms World Party,GBA,2002.0,Strategy,Ubisoft,0.04,0.01,0.0,0.0,0.05
Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05
Britney's Dance Beat,PS2,2002.0,Misc,THQ,0.12,0.09,0.0,0.03,0.24
From TV Animation One Piece: Grand Battle 2,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.56,0.04,0.6
Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05
Toxic Grind,XB,2002.0,Sports,THQ,0.02,0.0,0.0,0.0,0.02
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96
Dexter's Lab Chess Challenge,GBA,2002.0,Misc,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2
Spy Hunter,XB,2002.0,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34
Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
GT Advance 3: Pro Concept Racing,GBA,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.08
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002.0,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Ballistic: Ecks vs. Sever,GBA,2002.0,Shooter,BAM! Entertainment,0.07,0.03,0.0,0.0,0.1
Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0
Legends of Wrestling II,PS2,2002.0,Fighting,Acclaim Entertainment,0.16,0.13,0.0,0.04,0.33
Kelly Slater's Pro Surfer,PS2,2002.0,Sports,Activision,0.16,0.13,0.0,0.04,0.33
Whacked!,XB,2002.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09
V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.01,0.06
Jimmy Neutron: Boy Genius,PS2,2002.0,Platform,THQ,0.2,0.16,0.0,0.05,0.41
Disney's Treasure Planet,PS2,2002.0,Action,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002.0,Misc,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22
Baldur's Gate: Dark Alliance,XB,2002.0,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2
SeaBlade,XB,2002.0,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06
UFC: Tapout,XB,2002.0,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2
Bomberman Max 2: Blue Advance,GBA,2002.0,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,0.09
Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
ToeJam & Earl III: Mission to Earth,XB,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11
The Ripping Friends,GBA,2002.0,Action,THQ,0.03,0.01,0.0,0.0,0.04
Breath of Fire: Dragon Quarter,PS2,2002.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19
Samurai Deeper Kyo,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11
"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,0.29,0.07,0.0,0.01,0.37
Shrek: Hassle at the Castle,GBA,2002.0,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66
BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42
Star Wars: The Clone Wars & Tetris Worlds,XB,2002.0,Misc,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19
Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11
Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4
Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78
Dr. Muto,PS2,2002.0,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16
Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05
Altered Beast: Guardian of the Realms,GBA,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09
NBA Inside Drive 2002,XB,2002.0,Sports,Microsoft Game Studios,0.28,0.08,0.0,0.01,0.37
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,0.24,0.19,0.0,0.06,0.5
SSX Tricky,GBA,2002.0,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19
Legion: The Legend of Excalibur,PS2,2002.0,Action,Midway Games,0.11,0.09,0.0,0.03,0.22
Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11
Activision Anthology,PS2,2002.0,Misc,Activision,0.25,0.19,0.0,0.06,0.5
La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19
Mega Man & Bass,GBA,2002.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.23
The Sum of All Fears,GBA,2002.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04
Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34
Big Air Freestyle,GC,2002.0,Racing,Atari,0.04,0.01,0.0,0.0,0.05
NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66
Rocket Power: Beach Bandits,PS2,2002.0,Platform,THQ,0.4,0.31,0.0,0.1,0.82
Super Monkey Ball Jr.,GBA,2002.0,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72
Phantom Crash,XB,2002.0,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05
Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23
Home Run King,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11
Wild ARMs 3,PS2,2002.0,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62
Battlefield 1942,PC,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15
High Heat Major League Baseball 2003,PS2,2002.0,Sports,3DO,0.18,0.14,0.0,0.05,0.37
Star Wars: Clone Wars,PS2,2002.0,Shooter,LucasArts,0.24,0.19,0.0,0.06,0.5
Namco Museum,GC,2002.0,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63
NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
HSX HyperSonic.Xtreme,PS2,2002.0,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51
Tales of Destiny 2,PS2,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8
The King of Fighters EX2: Howling Blood,GBA,2002.0,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08
Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31
Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04
Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.55,0.2,0.0,0.01,0.77
All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77
Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83
Grand Theft Auto: Vice City,PS2,2002.0,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15
